call_id,call_start_dt,answer_wait,talk_time,group_name,systemSource,cell
4200184,4/29/2018 22:18,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200119,4/29/2018 21:42,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200114,4/29/2018 21:37,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200096,4/29/2018 21:29,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200082,4/29/2018 21:24,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200080,4/29/2018 21:23,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200079,4/29/2018 21:23,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200077,4/29/2018 21:22,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200072,4/29/2018 21:21,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200067,4/29/2018 21:21,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200064,4/29/2018 21:19,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200056,4/29/2018 21:16,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200046,4/29/2018 21:09,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200031,4/29/2018 21:00,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200022,4/29/2018 20:59,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200011,4/29/2018 20:55,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200004,4/29/2018 20:53,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4200008,4/29/2018 20:53,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199997,4/29/2018 20:49,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199984,4/29/2018 20:46,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199978,4/29/2018 20:45,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199945,4/29/2018 20:26,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199918,4/29/2018 20:18,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199914,4/29/2018 20:16,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199915,4/29/2018 20:15,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199896,4/29/2018 20:07,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199893,4/29/2018 20:06,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199889,4/29/2018 20:04,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199885,4/29/2018 20:03,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199877,4/29/2018 19:57,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199876,4/29/2018 19:56,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199874,4/29/2018 19:54,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
4199868,4/29/2018 19:52,NULL,NULL,BOEC Wireless,FromNewPhoneSystem,0
